12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
0.0,5.0,0.0,205.0,0.0,18.0,0.0,1369.0,4.0,31.0,1.0,2138.0,4.0,34.0,9.0,2001.0,2.0,34.0,2.0,1516.0,0.0,11.0,0.0,509.0,26,SD Eibar,LaLiga,right,170.0,Rubén Peña,Spain,W
,,,,0.0,6.0,4.0,361.0,1.0,21.0,1.0,1148.0,0.0,17.0,1.0,766.0,2.0,35.0,3.0,2045.0,2.0,6.0,1.0,410.0,22,SD Eibar,LaLiga,right,186.0,Iván Alejo,Spain,W
0.0,25.0,3.0,720.0,4.0,39.0,10.0,2337.0,5.0,40.0,16.0,3228.0,9.0,41.0,11.0,2581.0,7.0,40.0,12.0,2872.0,1.0,17.0,3.0,1152.0,27,SD Eibar,LaLiga,right,181.0,Sergi Enrich,Spain,CF
5.0,36.0,7.0,2979.0,5.0,44.0,23.0,3827.0,4.0,51.0,12.0,2828.0,1.0,24.0,4.0,1238.0,3.0,27.0,9.0,1635.0,0.0,16.0,1.0,1006.0,28,SD Eibar,LaLiga,right,186.0,Kike,Spain,CF
5.0,47.0,32.0,3757.0,3.0,31.0,12.0,2432.0,4.0,31.0,4.0,1367.0,3.0,35.0,12.0,3007.0,1.0,21.0,3.0,1135.0,0.0,13.0,5.0,629.0,33,SD Eibar,LaLiga,right,179.0,Charles,Brazil  Portugal,CF
1.0,21.0,3.0,1230.0,4.0,36.0,5.0,2079.0,15.0,37.0,7.0,2802.0,3.0,31.0,2.0,1256.0,4.0,34.0,2.0,2101.0,1.0,12.0,1.0,612.0,24,Deportivo Alavés,LaLiga,right,184.0,Burgui,Spain,W
12.0,46.0,5.0,2472.0,2.0,24.0,8.0,1020.0,4.0,34.0,2.0,1674.0,1.0,9.0,0.0,339.0,3.0,35.0,7.0,2111.0,2.0,13.0,4.0,909.0,28,Deportivo Alavés,LaLiga,right,178.0,Ibai Gómez,Spain,W
,,,,,,,,0.0,15.0,1.0,598.0,0.0,33.0,6.0,2431.0,8.0,37.0,7.0,2558.0,3.0,15.0,0.0,1136.0,21,Deportivo Alavés,LaLiga,left,184.0,Alfonso Pedraza,Spain,W
,,,,6.0,21.0,15.0,1163.0,5.0,33.0,5.0,2169.0,7.0,26.0,8.0,1664.0,3.0,39.0,8.0,2390.0,3.0,14.0,4.0,1064.0,22,Deportivo Alavés,LaLiga,left,175.0,Munir El Haddadi,Spain  Morocco,W
0.0,25.0,5.0,1622.0,5.0,26.0,8.0,1795.0,4.0,22.0,2.0,1346.0,10.0,36.0,23.0,2927.0,5.0,36.0,9.0,2030.0,0.0,4.0,0.0,64.0,26,Deportivo Alavés,LaLiga,right,182.0,Aleksandar Katai,Serbia,W
7.0,28.0,10.0,2297.0,0.0,2.0,0.0,28.0,10.0,38.0,23.0,2843.0,2.0,33.0,18.0,2917.0,1.0,27.0,5.0,1367.0,0.0,10.0,3.0,471.0,29,Deportivo Alavés,LaLiga,left,184.0,Christian Santos,Venezuela  Germany,CF
2.0,19.0,1.0,1180.0,0.0,17.0,0.0,440.0,6.0,42.0,6.0,2388.0,3.0,14.0,2.0,886.0,1.0,16.0,3.0,769.0,0.0,9.0,0.0,354.0,25,Deportivo Alavés,LaLiga,right,185.0,Rubén Sobrino,Spain,CF
6.0,39.0,10.0,2761.0,3.0,28.0,5.0,2278.0,7.0,26.0,1.0,1572.0,11.0,49.0,13.0,3248.0,2.0,28.0,8.0,2039.0,2.0,15.0,2.0,1102.0,29,CD Leganés,LaLiga,left,174.0,Alexander Szymanowski,Argentina  Poland,W
0.0,5.0,1.0,349.0,0.0,7.0,0.0,177.0,1.0,27.0,4.0,1613.0,5.0,38.0,16.0,2743.0,2.0,24.0,6.0,968.0,1.0,8.0,1.0,289.0,23,CD Leganés,LaLiga,right,182.0,José Naranjo,Spain,W
10.0,43.0,1.0,1984.0,6.0,28.0,4.0,1950.0,7.0,35.0,6.0,2275.0,1.0,29.0,0.0,1692.0,3.0,29.0,0.0,2100.0,2.0,15.0,0.0,732.0,30,CD Leganés,LaLiga,right,179.0,Nordin Amrabat,Morocco  Netherlands,W
2.0,38.0,3.0,2136.0,3.0,28.0,5.0,1625.0,2.0,21.0,1.0,921.0,5.0,32.0,2.0,1873.0,4.0,28.0,4.0,1850.0,0.0,14.0,1.0,825.0,31,CD Leganés,LaLiga,both,170.0,Nabil El Zhar,Morocco  France,W
8.0,35.0,1.0,2447.0,1.0,26.0,0.0,1371.0,6.0,38.0,0.0,1602.0,7.0,37.0,7.0,2571.0,3.0,16.0,0.0,1048.0,0.0,5.0,0.0,284.0,29,CD Leganés,LaLiga,left,176.0,Omar,Spain,W
4.0,38.0,8.0,2835.0,3.0,42.0,7.0,2758.0,7.0,52.0,27.0,4308.0,3.0,42.0,9.0,2366.0,2.0,19.0,2.0,749.0,0.0,13.0,3.0,796.0,29,CD Leganés,LaLiga,right,174.0,Claudio Beauvue,Guadeloupe  France,CF
4.0,26.0,9.0,1626.0,0.0,15.0,1.0,347.0,1.0,37.0,11.0,2738.0,1.0,25.0,2.0,1215.0,1.0,33.0,5.0,2280.0,0.0,5.0,1.0,450.0,27,CD Leganés,LaLiga,right,180.0,Miguel Ángel Guerrero,Spain,CF
6.0,42.0,6.0,2065.0,0.0,25.0,18.0,1777.0,1.0,15.0,7.0,1176.0,3.0,35.0,6.0,2104.0,0.0,5.0,0.0,169.0,0.0,2.0,0.0,173.0,25,CD Leganés,LaLiga,right,176.0,Mamadou Koné,Cote d'Ivoire,CF
0.0,7.0,1.0,630.0,5.0,40.0,3.0,2836.0,1.0,36.0,3.0,2793.0,6.0,36.0,7.0,2741.0,4.0,40.0,4.0,3087.0,3.0,15.0,5.0,1235.0,30,Levante UD,LaLiga,right,180.0,José Luis Morales,Spain,W
,,,,0.0,34.0,8.0,2446.0,1.0,36.0,3.0,2318.0,1.0,38.0,9.0,3102.0,7.0,35.0,14.0,3025.0,2.0,14.0,2.0,713.0,23,Levante UD,LaLiga,right,174.0,Ivi,Spain,W
,,,,2.0,28.0,4.0,1607.0,3.0,38.0,5.0,2635.0,5.0,26.0,3.0,1399.0,1.0,26.0,1.0,1431.0,1.0,11.0,0.0,348.0,27,Levante UD,LaLiga,right,179.0,Samu García,Spain,W
,,,,0.0,26.0,3.0,1385.0,0.0,24.0,5.0,1548.0,1.0,22.0,2.0,923.0,1.0,39.0,10.0,2794.0,0.0,11.0,1.0,841.0,23,Levante UD,LaLiga,right,178.0,Jason,Spain,W
,,,,1.0,23.0,6.0,391.0,2.0,31.0,1.0,788.0,2.0,28.0,11.0,1439.0,4.0,33.0,19.0,2806.0,2.0,15.0,2.0,927.0,20,Levante UD,LaLiga,right,185.0,Enes Ünal,Turkey,CF
1.0,25.0,8.0,1106.0,2.0,37.0,12.0,2739.0,3.0,19.0,6.0,1356.0,2.0,37.0,9.0,2246.0,5.0,38.0,23.0,3325.0,,,,,26,Levante UD,LaLiga,right,179.0,Roger Martí,Spain,CF
1.0,10.0,1.0,645.0,,,,,0.0,36.0,14.0,2949.0,2.0,42.0,12.0,2810.0,2.0,27.0,3.0,1611.0,0.0,9.0,0.0,632.0,25,Levante UD,LaLiga,right,190.0,Alex Alegría,Spain,CF
,,,,,,,,2.0,27.0,2.0,1447.0,3.0,31.0,3.0,1295.0,9.0,33.0,10.0,2021.0,0.0,13.0,1.0,680.0,21,Levante UD,LaLiga,right,175.0,Emmanuel Boateng,Ghana,CF
,,,,1.0,10.0,0.0,350.0,0.0,25.0,6.0,1595.0,1.0,35.0,14.0,1873.0,0.0,11.0,2.0,523.0,0.0,7.0,0.0,292.0,22,Levante UD,LaLiga,right,178.0,Nano,Spain,CF
,,,,0.0,1.0,0.0,87.0,4.0,10.0,3.0,765.0,4.0,16.0,3.0,1124.0,0.0,22.0,0.0,1070.0,1.0,3.0,0.0,191.0,21,Girona FC,LaLiga,right,173.0,Marlos Moreno,Colombia,W
0.0,0.0,0.0,0.0,,,,,0.0,31.0,13.0,2657.0,11.0,37.0,13.0,3009.0,7.0,48.0,24.0,3530.0,2.0,11.0,0.0,353.0,24,Girona FC,LaLiga,right,176.0,Olarenwaju Kayode,Nigeria,CF
4.0,34.0,7.0,2252.0,5.0,38.0,7.0,2788.0,0.0,45.0,15.0,2322.0,1.0,39.0,11.0,2156.0,0.0,28.0,5.0,1607.0,0.0,13.0,8.0,1109.0,31,Girona FC,LaLiga,right,184.0,Cristhian Stuani,Uruguay  Italy,CF
0.0,2.0,0.0,87.0,,,,,0.0,2.0,0.0,180.0,4.0,32.0,13.0,2121.0,0.0,9.0,2.0,764.0,0.0,6.0,0.0,247.0,23,Girona FC,LaLiga,,190.0,Michael Olunga,Kenya,CF
7.0,43.0,8.0,2537.0,5.0,24.0,6.0,1623.0,8.0,34.0,1.0,1867.0,2.0,25.0,1.0,1519.0,1.0,15.0,0.0,523.0,0.0,2.0,0.0,30.0,28,Getafe CF,LaLiga,both,170.0,Jefferson Montero,Ecuador,W
,,,,,,,,2.0,8.0,3.0,561.0,,,,,4.0,41.0,13.0,3189.0,0.0,17.0,1.0,1285.0,21,Getafe CF,LaLiga,right,173.0,Amath Ndiaye,Senegal,W
11.0,33.0,9.0,2793.0,8.0,37.0,7.0,2350.0,1.0,25.0,0.0,1031.0,7.0,38.0,3.0,2562.0,3.0,34.0,6.0,2534.0,0.0,2.0,0.0,39.0,26,Getafe CF,LaLiga,both,168.0,Dani Pacheco,Spain  Brazil,W
,,,,0.0,10.0,2.0,577.0,4.0,28.0,8.0,2091.0,9.0,33.0,1.0,1905.0,2.0,37.0,2.0,2496.0,1.0,12.0,1.0,640.0,22,Getafe CF,LaLiga,right,176.0,Álvaro Jiménez,Spain,W
1.0,35.0,7.0,1714.0,0.0,15.0,2.0,546.0,1.0,16.0,0.0,536.0,1.0,36.0,12.0,2541.0,4.0,39.0,21.0,3490.0,0.0,12.0,6.0,669.0,30,Getafe CF,LaLiga,right,171.0,Ángel Rodríguez,Spain,CF
3.0,39.0,15.0,2789.0,1.0,22.0,1.0,989.0,1.0,25.0,11.0,1749.0,2.0,36.0,6.0,1991.0,3.0,33.0,5.0,1784.0,0.0,1.0,0.0,65.0,26,Getafe CF,LaLiga,left,170.0,Chuli,Spain,CF
4.0,38.0,14.0,2591.0,3.0,43.0,12.0,2926.0,8.0,36.0,20.0,2310.0,1.0,26.0,1.0,1023.0,8.0,44.0,22.0,3614.0,2.0,15.0,4.0,1321.0,35,Getafe CF,LaLiga,right,188.0,Jorge Molina,Spain,CF
,,,,,,,,,,,,2.0,19.0,6.0,857.0,9.0,41.0,24.0,3640.0,0.0,26.0,10.0,1885.0,20,RSC Anderlecht,Jupiler Pro League,both,175.0,Henry Onyekuru,Nigeria,W
10.0,42.0,8.0,3342.0,6.0,29.0,7.0,2106.0,18.0,45.0,8.0,3602.0,3.0,39.0,9.0,3256.0,13.0,48.0,6.0,3676.0,1.0,16.0,0.0,1064.0,28,RSC Anderlecht,Jupiler Pro League,right,176.0,Alexandru Chipciu,Romania,W
9.0,44.0,8.0,2822.0,9.0,42.0,16.0,3000.0,8.0,39.0,8.0,1959.0,3.0,27.0,2.0,1475.0,5.0,40.0,6.0,1696.0,3.0,16.0,2.0,653.0,24,RSC Anderlecht,Jupiler Pro League,right,178.0,Massimo Bruno,Belgium  Italy,W
11.0,28.0,6.0,1833.0,9.0,38.0,24.0,2829.0,2.0,30.0,13.0,1302.0,0.0,18.0,6.0,637.0,5.0,53.0,30.0,3953.0,3.0,22.0,3.0,1559.0,26,RSC Anderlecht,Jupiler Pro League,right,185.0,Lukasz Teodorczyk,Poland,CF
3.0,50.0,20.0,3814.0,11.0,42.0,12.0,3350.0,7.0,39.0,27.0,3173.0,7.0,23.0,11.0,1618.0,0.0,32.0,9.0,2062.0,0.0,4.0,0.0,40.0,26,RSC Anderlecht,Jupiler Pro League,both,188.0,Robert Beric,Slovenia,CF
13.0,42.0,15.0,3655.0,1.0,43.0,24.0,3130.0,0.0,26.0,22.0,2308.0,0.0,20.0,12.0,1744.0,1.0,25.0,6.0,1470.0,1.0,15.0,3.0,746.0,32,RSC Anderlecht,Jupiler Pro League,right,186.0,Hamdi Harbaoui,Tunisia  Belgium,CF
10.0,36.0,12.0,2480.0,14.0,37.0,5.0,2202.0,18.0,48.0,19.0,3670.0,5.0,21.0,7.0,1291.0,3.0,24.0,2.0,1250.0,3.0,12.0,0.0,448.0,31,Club Brugge KV,Jupiler Pro League,both,175.0,Lior Refaelov,Israel  Belgium,W
,,,,,,,,0.0,4.0,1.0,360.0,,,,,3.0,8.0,0.0,498.0,0.0,3.0,0.0,148.0,20,Club Brugge KV,Jupiler Pro League,right,178.0,Thibault Vlietinck,Belgium,W
7.0,49.0,25.0,3976.0,9.0,53.0,19.0,4515.0,3.0,42.0,9.0,2324.0,3.0,46.0,16.0,2544.0,8.0,45.0,18.0,3096.0,2.0,20.0,6.0,984.0,28,Club Brugge KV,Jupiler Pro League,right,180.0,Jelle Vossen,Belgium,CF
2.0,28.0,7.0,2106.0,2.0,20.0,4.0,1157.0,6.0,25.0,12.0,1889.0,9.0,47.0,20.0,3114.0,3.0,20.0,0.0,927.0,0.0,20.0,4.0,988.0,26,Club Brugge KV,Jupiler Pro League,left,173.0,Abdoulay Diaby,Mali  France,CF
,,,,,,,,,,,,,,,,1.0,26.0,6.0,1800.0,2.0,21.0,11.0,1125.0,20,Club Brugge KV,Jupiler Pro League,right,174.0,Emmanuel Dennis,Nigeria,CF
,,,,,,,,,,,,5.0,28.0,10.0,1877.0,2.0,32.0,6.0,1297.0,2.0,19.0,6.0,1098.0,21,Club Brugge KV,Jupiler Pro League,right,191.0,Wesley,Brazil,CF
,,,,3.0,14.0,7.0,1137.0,11.0,44.0,17.0,3498.0,4.0,41.0,3.0,2339.0,7.0,42.0,5.0,2843.0,2.0,19.0,5.0,1579.0,22,KAA Gent,Jupiler Pro League,both,168.0,Moses Simon,Nigeria,W
,,,,,,,,,,,,0.0,2.0,0.0,18.0,0.0,32.0,5.0,2313.0,0.0,0.0,0.0,0.0,19,KAA Gent II,Jupiler Pro League,right,175.0,Aboubakary Koita,Belgium  Senegal,W
,,,,,,,,,,,,2.0,17.0,4.0,1153.0,14.0,46.0,7.0,3652.0,3.0,18.0,4.0,1061.0,20,KAA Gent,Jupiler Pro League,right,176.0,Samuel Kalu,Nigeria,W
0.0,16.0,7.0,631.0,5.0,38.0,9.0,1344.0,3.0,39.0,7.0,1952.0,5.0,36.0,11.0,2579.0,4.0,42.0,23.0,3192.0,1.0,23.0,6.0,1502.0,23,KAA Gent,Jupiler Pro League,right,178.0,Yuya Kubo,Japan,CF
0.0,1.0,0.0,23.0,0.0,33.0,6.0,2327.0,2.0,41.0,12.0,2760.0,0.0,17.0,1.0,388.0,11.0,39.0,13.0,3235.0,4.0,20.0,2.0,1115.0,23,KAA Gent,Jupiler Pro League,right,184.0,Mamadou Sylla,Senegal  Spain,CF
,,,,1.0,19.0,3.0,909.0,1.0,23.0,4.0,1920.0,0.0,1.0,0.0,45.0,2.0,27.0,6.0,1580.0,2.0,14.0,2.0,712.0,22,KAA Gent,Jupiler Pro League,right,191.0,Roman Yaremchuk,Ukraine,CF
0.0,20.0,2.0,812.0,0.0,18.0,1.0,1215.0,0.0,29.0,5.0,2054.0,0.0,36.0,19.0,3218.0,0.0,23.0,10.0,1935.0,,,,,28,KAA Gent,Jupiler Pro League,,191.0,Darko Bjedov,Serbia,CF
0.0,13.0,7.0,896.0,0.0,20.0,4.0,1353.0,1.0,41.0,17.0,3376.0,7.0,31.0,9.0,2130.0,6.0,52.0,9.0,2800.0,1.0,6.0,2.0,392.0,23,KRC Genk,Jupiler Pro League,right,172.0,Leandro Trossard,Belgium,W
,,,,,,,,0.0,4.0,0.0,131.0,,,,,0.0,2.0,0.0,11.0,,,,,20,KRC Genk,Jupiler Pro League,,,Holly Tshimanga,Belgium  Congo DR,W
,,,,,,,,,,,,,,,,0.0,2.0,0.0,26.0,0.0,1.0,0.0,17.0,19,KRC Genk,Jupiler Pro League,right,175.0,Dante Vanzeir,Belgium,W
17.0,55.0,7.0,4621.0,9.0,46.0,7.0,3567.0,6.0,35.0,6.0,2966.0,10.0,44.0,10.0,3527.0,8.0,50.0,7.0,3276.0,2.0,18.0,0.0,1014.0,36,KRC Genk,Jupiler Pro League,both,175.0,Thomas Buffel,Belgium,W
,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,343.0,18,KRC Genk,Jupiler Pro League,left,174.0,Edon Zhegrova,Kosovo  Albania,W
0.0,0.0,0.0,0.0,0.0,5.0,1.0,247.0,0.0,14.0,2.0,547.0,2.0,24.0,5.0,1295.0,4.0,36.0,23.0,3184.0,0.0,19.0,4.0,1251.0,21,KRC Genk,Jupiler Pro League,left,187.0,Marcus Ingvartsen,Denmark,CF
1.0,4.0,2.0,360.0,2.0,10.0,3.0,811.0,2.0,13.0,8.0,1050.0,3.0,20.0,5.0,1085.0,6.0,59.0,21.0,4115.0,2.0,15.0,4.0,1089.0,24,KRC Genk,Jupiler Pro League,both,180.0,Mbwana Samatta,Tanzania,CF
0.0,29.0,2.0,1378.0,1.0,21.0,1.0,814.0,0.0,24.0,2.0,1523.0,6.0,35.0,9.0,2881.0,6.0,39.0,7.0,2728.0,0.0,14.0,3.0,926.0,23,Standard Liège,Jupiler Pro League,right,180.0,Edmílson Junior,Brazil  Belgium,W
8.0,31.0,9.0,2228.0,9.0,49.0,12.0,3442.0,8.0,43.0,10.0,3348.0,0.0,20.0,0.0,753.0,4.0,36.0,4.0,2031.0,2.0,19.0,5.0,1617.0,25,Standard Liège,Jupiler Pro League,right,174.0,Paul-José Mpoku,Congo DR  Belgium,W
,,,,,,,,,,,,1.0,29.0,1.0,1417.0,2.0,16.0,0.0,489.0,0.0,2.0,0.0,69.0,21,Standard Liège,Jupiler Pro League,right,176.0,Beni Badibanga,Belgium,W
,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,72.0,19,Standard Liège,Jupiler Pro League,,,Moussa Djenepo,Mali,W
0.0,11.0,2.0,760.0,4.0,7.0,1.0,285.0,5.0,35.0,5.0,2507.0,2.0,41.0,7.0,3255.0,3.0,18.0,0.0,718.0,0.0,14.0,0.0,678.0,26,Standard Liège,Jupiler Pro League,right,170.0,Dieumerci Ndongala,Congo DR  Belgium,W
4.0,31.0,11.0,2062.0,8.0,50.0,32.0,3610.0,4.0,43.0,19.0,2631.0,3.0,32.0,7.0,2064.0,3.0,31.0,9.0,2281.0,0.0,11.0,2.0,550.0,27,Standard Liège,Jupiler Pro League,right,186.0,Duje Cop,Croatia,CF
1.0,25.0,6.0,1201.0,0.0,26.0,14.0,2005.0,5.0,35.0,14.0,2115.0,4.0,31.0,7.0,2099.0,3.0,41.0,18.0,2900.0,0.0,18.0,8.0,1369.0,29,Standard Liège,Jupiler Pro League,right,188.0,Orlando Sá,Portugal,CF
,,,,0.0,16.0,3.0,533.0,1.0,34.0,14.0,2553.0,1.0,31.0,4.0,1426.0,1.0,16.0,3.0,557.0,0.0,10.0,1.0,223.0,26,Standard Liège,Jupiler Pro League,right,186.0,Renaud Emond,Belgium,CF
1.0,17.0,1.0,964.0,2.0,29.0,15.0,2109.0,1.0,15.0,5.0,1082.0,6.0,36.0,13.0,2583.0,5.0,33.0,13.0,2677.0,4.0,20.0,7.0,1710.0,27,KV Oostende,Jupiler Pro League,both,177.0,Knowledge Musona,Zimbabwe,W
3.0,38.0,5.0,2420.0,8.0,53.0,3.0,3856.0,6.0,45.0,4.0,2929.0,2.0,10.0,0.0,485.0,0.0,17.0,1.0,878.0,0.0,8.0,1.0,153.0,26,KV Oostende,Jupiler Pro League,left,177.0,Ibrahima Conté,Guinea  Belgium,W
,,,,0.0,12.0,1.0,705.0,0.0,3.0,0.0,76.0,0.0,31.0,12.0,2529.0,7.0,31.0,13.0,2496.0,,,,,24,KV Oostende,Jupiler Pro League,right,178.0,Nicolas Rajsel,Slovenia  France,W
0.0,26.0,3.0,1427.0,0.0,43.0,14.0,2344.0,2.0,35.0,20.0,2279.0,3.0,33.0,10.0,2233.0,4.0,40.0,15.0,2539.0,1.0,13.0,3.0,509.0,21,KV Oostende,Jupiler Pro League,right,187.0,Richairo Zivkovic,Netherlands  Serbia,CF
0.0,2.0,1.0,170.0,0.0,19.0,7.0,1452.0,0.0,18.0,5.0,687.0,1.0,36.0,10.0,3013.0,5.0,37.0,12.0,3082.0,2.0,18.0,10.0,1276.0,24,KV Oostende,Jupiler Pro League,right,198.0,Zinho Gano,Belgium  Guinea-Bissau,CF
3.0,26.0,1.0,620.0,0.0,14.0,6.0,1002.0,5.0,33.0,5.0,2141.0,1.0,36.0,7.0,1978.0,2.0,21.0,4.0,555.0,0.0,21.0,1.0,809.0,31,KV Oostende,Jupiler Pro League,right,184.0,Joseph Akpala,Nigeria  Belgium,CF
,,,,,,,,,,,,1.0,16.0,2.0,247.0,0.0,31.0,4.0,1590.0,0.0,0.0,0.0,0.0,20,SV Zulte Waregem,Jupiler Pro League,,180.0,Aliko Bala,Nigeria,W
6.0,32.0,5.0,2001.0,9.0,46.0,8.0,3394.0,6.0,47.0,8.0,3634.0,0.0,15.0,0.0,537.0,2.0,35.0,6.0,1270.0,4.0,26.0,6.0,1858.0,27,SV Zulte Waregem,Jupiler Pro League,right,180.0,Nill De Pauw,Belgium  Congo DR,W
12.0,36.0,2.0,3166.0,11.0,35.0,2.0,2973.0,2.0,28.0,4.0,1932.0,3.0,25.0,1.0,1473.0,4.0,31.0,4.0,2310.0,1.0,9.0,0.0,332.0,31,SV Zulte Waregem,Jupiler Pro League,both,169.0,Alessandro Cordaro,Belgium  Italy,W
0.0,14.0,0.0,593.0,,,,,0.0,17.0,9.0,1346.0,7.0,27.0,10.0,2245.0,3.0,32.0,7.0,2248.0,9.0,19.0,5.0,1623.0,22,SV Zulte Waregem,Jupiler Pro League,both,188.0,Peter Olayinka,Nigeria,CF
,,,,0.0,12.0,8.0,1019.0,2.0,23.0,9.0,909.0,0.0,5.0,0.0,111.0,2.0,9.0,0.0,332.0,1.0,24.0,9.0,1440.0,20,SV Zulte Waregem,Jupiler Pro League,right,182.0,Aaron Leya Iseka,Belgium  Congo DR,CF
,,,,0.0,1.0,0.0,13.0,2.0,16.0,5.0,776.0,0.0,44.0,11.0,2133.0,0.0,21.0,3.0,936.0,1.0,21.0,4.0,848.0,20,SV Zulte Waregem,Jupiler Pro League,right,192.0,Ivan Saponjic,Serbia,CF
,,,,,,,,,,,,0.0,2.0,0.0,33.0,3.0,21.0,2.0,692.0,0.0,0.0,0.0,0.0,20,SV Zulte Waregem,Jupiler Pro League,right,182.0,Andy Faustin,Haiti  France,CF
,,,,,,,,,,,,,,,,,,,,1.0,16.0,9.0,1149.0,19,KV Mechelen,Jupiler Pro League,right,178.0,Hassane Bandé,Burkina Faso,W
,,,,1.0,11.0,4.0,925.0,10.0,17.0,1.0,793.0,0.0,17.0,0.0,651.0,,,,,0.0,10.0,0.0,293.0,21,KV Mechelen,Jupiler Pro League,left,174.0,Andy Kawaya,Belgium  Congo DR,W
0.0,1.0,0.0,68.0,0.0,3.0,1.0,268.0,0.0,4.0,0.0,232.0,1.0,18.0,5.0,1210.0,2.0,26.0,9.0,2201.0,1.0,10.0,0.0,525.0,21,KV Mechelen,Jupiler Pro League,both,191.0,Silvere Ganvoula,Congo,CF
2.0,27.0,13.0,2009.0,3.0,32.0,6.0,1851.0,1.0,10.0,4.0,423.0,0.0,13.0,1.0,323.0,1.0,15.0,1.0,218.0,0.0,17.0,4.0,731.0,30,KV Mechelen,Jupiler Pro League,right,188.0,Nicklas Pedersen,Denmark,CF
,,,,1.0,26.0,4.0,1456.0,0.0,31.0,13.0,2734.0,1.0,41.0,8.0,3562.0,1.0,35.0,8.0,2555.0,1.0,16.0,1.0,752.0,25,KV Mechelen,Jupiler Pro League,,187.0,Stefan Drazic,Serbia,CF
5.0,36.0,6.0,2859.0,7.0,32.0,3.0,2657.0,0.0,7.0,0.0,331.0,0.0,14.0,0.0,670.0,6.0,35.0,3.0,2593.0,1.0,13.0,5.0,949.0,29,KV Kortrijk,Jupiler Pro League,right,176.0,Idir Ouali,Algeria  France,W
6.0,38.0,1.0,2278.0,4.0,35.0,1.0,2804.0,1.0,36.0,4.0,2709.0,4.0,27.0,2.0,1552.0,2.0,32.0,0.0,2120.0,2.0,15.0,1.0,1204.0,27,KV Kortrijk,Jupiler Pro League,left,168.0,Kristof D'Haene,Belgium,W
4.0,32.0,4.0,2351.0,5.0,35.0,7.0,2177.0,4.0,22.0,3.0,857.0,6.0,29.0,6.0,1705.0,6.0,29.0,9.0,1888.0,0.0,8.0,1.0,183.0,28,KV Kortrijk,Jupiler Pro League,right,177.0,Hervé Kage,Congo DR  Belgium,W
0.0,0.0,0.0,0.0,1.0,16.0,2.0,724.0,0.0,33.0,9.0,2730.0,3.0,34.0,16.0,2724.0,2.0,31.0,6.0,1915.0,0.0,13.0,1.0,534.0,25,KV Kortrijk,Jupiler Pro League,right,196.0,Pylyp Budkivsky,Ukraine,CF
4.0,31.0,11.0,2535.0,5.0,26.0,7.0,1394.0,13.0,39.0,12.0,3220.0,2.0,30.0,4.0,1420.0,2.0,22.0,4.0,1542.0,5.0,20.0,6.0,1711.0,30,KV Kortrijk,Jupiler Pro League,right,178.0,Teddy Chevalier,France,CF
6.0,41.0,26.0,2828.0,3.0,30.0,11.0,1585.0,0.0,27.0,5.0,1047.0,1.0,35.0,25.0,2964.0,3.0,43.0,16.0,2200.0,1.0,15.0,4.0,833.0,33,KV Kortrijk,Jupiler Pro League,right,184.0,Jérémy Perbet,France,CF
,,,,,,,,,,,,,,,,1.0,20.0,2.0,510.0,3.0,20.0,6.0,1471.0,21,Waasland-Beveren,Jupiler Pro League,,175.0,Nana Opoku Ampomah,Ghana,W
0.0,2.0,1.0,154.0,0.0,7.0,0.0,90.0,2.0,39.0,6.0,699.0,3.0,34.0,5.0,1061.0,6.0,27.0,6.0,1779.0,2.0,16.0,3.0,630.0,22,Waasland-Beveren,Jupiler Pro League,both,171.0,Tuur Dierckx,Belgium,W
2.0,8.0,0.0,656.0,1.0,27.0,5.0,1992.0,1.0,31.0,5.0,1981.0,4.0,25.0,5.0,1902.0,6.0,32.0,1.0,1679.0,3.0,20.0,1.0,1285.0,22,Waasland-Beveren,Jupiler Pro League,both,183.0,Aleksandar Boljevic,Montenegro,W
0.0,12.0,0.0,763.0,1.0,5.0,0.0,322.0,0.0,6.0,0.0,376.0,3.0,35.0,2.0,1778.0,0.0,14.0,0.0,835.0,,,,,23,Waasland-Beveren,Jupiler Pro League,right,180.0,Floriano Vanzo,Belgium  Italy,W
,,,,,,,,0.0,29.0,11.0,2197.0,3.0,34.0,3.0,2072.0,3.0,28.0,4.0,1688.0,0.0,14.0,2.0,486.0,23,Waasland-Beveren,Jupiler Pro League,,178.0,Olivier Myny,Belgium,W
6.0,37.0,10.0,2326.0,3.0,28.0,8.0,1854.0,5.0,27.0,3.0,1947.0,0.0,12.0,1.0,672.0,3.0,31.0,4.0,1011.0,5.0,19.0,9.0,1371.0,25,Waasland-Beveren,Jupiler Pro League,right,189.0,Isaac Thelin,Sweden  Congo DR,CF
