12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
,,,,,,,,,,,,,,,,0.0,5.0,0.0,78.0,0.0,1.0,0.0,25.0,19,PAS Lamia 1964,Super League,,,Vangelis Patsarouchas,Greece,CF
,,,,,,,,,,,,,,,,0.0,2.0,0.0,99.0,0.0,7.0,1.0,253.0,19,Platanias Chania,Super League,right,182.0,Giannis Papanikolaou,Greece,W
,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,19,Platanias Chania,Super League,right,179.0,Dimitrios Skouloudakis,Greece,W
0.0,6.0,1.0,87.0,0.0,22.0,3.0,608.0,1.0,29.0,5.0,1831.0,0.0,9.0,0.0,563.0,1.0,31.0,1.0,1490.0,2.0,14.0,3.0,1220.0,25,Platanias Chania,Super League,right,180.0,Clarck N'Sikulu,Congo DR  France,CF
1.0,27.0,8.0,1277.0,1.0,20.0,1.0,849.0,0.0,2.0,0.0,96.0,1.0,31.0,3.0,1269.0,3.0,21.0,4.0,1659.0,0.0,13.0,1.0,947.0,27,Platanias Chania,Super League,right,185.0,Evgen Budnik,Ukraine,CF
1.0,17.0,1.0,1012.0,7.0,39.0,7.0,2545.0,1.0,30.0,4.0,1397.0,5.0,35.0,6.0,1909.0,4.0,33.0,6.0,1756.0,0.0,11.0,1.0,537.0,29,Platanias Chania,Super League,right,186.0,Piotr Grzelczak,Poland,CF
,,,,1.0,20.0,1.0,1197.0,8.0,36.0,6.0,2915.0,15.0,37.0,4.0,3047.0,4.0,38.0,10.0,1918.0,3.0,23.0,7.0,1276.0,21,Real Madrid,LaLiga,left,182.0,Marco Asensio,Spain  Netherlands,W
15.0,44.0,26.0,3891.0,19.0,44.0,22.0,3328.0,12.0,48.0,17.0,4038.0,15.0,31.0,19.0,2382.0,5.0,27.0,9.0,1937.0,5.0,11.0,4.0,756.0,28,Real Madrid,LaLiga,left,185.0,Gareth Bale,Wales,W
3.0,26.0,3.0,795.0,9.0,40.0,8.0,3479.0,7.0,39.0,4.0,3189.0,10.0,33.0,4.0,1647.0,14.0,50.0,4.0,2279.0,3.0,22.0,3.0,966.0,26,Real Madrid,LaLiga,right,173.0,Lucas Vázquez,Spain,W
13.0,55.0,55.0,4631.0,17.0,47.0,51.0,4030.0,22.0,54.0,61.0,4640.0,15.0,48.0,51.0,4293.0,12.0,46.0,42.0,4126.0,3.0,20.0,15.0,1637.0,32,Real Madrid,LaLiga,both,187.0,Cristiano Ronaldo,Portugal,CF
21.0,50.0,21.0,2881.0,16.0,52.0,24.0,4054.0,15.0,46.0,22.0,3669.0,8.0,36.0,28.0,2593.0,9.0,48.0,19.0,3239.0,3.0,18.0,5.0,1343.0,29,Real Madrid,LaLiga,both,185.0,Karim Benzema,France  Algeria,CF
,,,,,,,,0.0,12.0,9.0,816.0,7.0,46.0,23.0,3320.0,0.0,21.0,2.0,426.0,1.0,14.0,4.0,437.0,20,Real Madrid,LaLiga,right,182.0,Borja Mayoral,Spain,CF
,,,,,,,,,,,,5.0,29.0,12.0,2111.0,21.0,49.0,10.0,3387.0,2.0,4.0,0.0,242.0,20,FC Barcelona,LaLiga,both,178.0,Ousmane Dembélé,France  Mauritania,W
8.0,41.0,5.0,2915.0,6.0,46.0,9.0,2991.0,6.0,46.0,3.0,3384.0,4.0,25.0,2.0,1200.0,7.0,30.0,13.0,1847.0,0.0,0.0,0.0,0.0,30,FC Barcelona,LaLiga,right,175.0,Arda Turan,Turkey,W
18.0,50.0,60.0,4070.0,15.0,46.0,41.0,3742.0,31.0,57.0,58.0,5060.0,26.0,49.0,41.0,4229.0,19.0,52.0,54.0,4452.0,6.0,23.0,18.0,1953.0,30,FC Barcelona,LaLiga,left,170.0,Lionel Messi,Argentina  Spain,W
5.0,37.0,18.0,2451.0,5.0,29.0,4.0,1109.0,10.0,28.0,3.0,1329.0,13.0,33.0,4.0,1835.0,4.0,31.0,4.0,2041.0,3.0,16.0,2.0,883.0,23,FC Barcelona,LaLiga,right,177.0,Gerard Deulofeu,Spain,W
13.0,44.0,30.0,3720.0,24.0,37.0,31.0,3249.0,24.0,43.0,25.0,3532.0,26.0,53.0,59.0,4766.0,20.0,51.0,37.0,4302.0,3.0,20.0,7.0,1777.0,30,FC Barcelona,LaLiga,right,182.0,Luis Suárez,Uruguay,CF
1.0,24.0,4.0,855.0,3.0,37.0,14.0,2388.0,6.0,36.0,14.0,2402.0,8.0,46.0,15.0,3087.0,4.0,28.0,8.0,1385.0,3.0,11.0,5.0,590.0,24,FC Barcelona,LaLiga,right,175.0,Paco Alcácer,Spain,CF
7.0,29.0,8.0,2007.0,3.0,22.0,4.0,1424.0,14.0,52.0,8.0,3778.0,5.0,43.0,5.0,2402.0,5.0,53.0,14.0,3434.0,4.0,17.0,3.0,943.0,24,Atlético Madrid,LaLiga,both,181.0,Yannick Carrasco,Belgium  Spain,W
13.0,44.0,5.0,2782.0,12.0,43.0,8.0,3428.0,16.0,37.0,4.0,2956.0,20.0,37.0,11.0,3116.0,5.0,36.0,4.0,1706.0,0.0,12.0,0.0,518.0,29,Atlético Madrid,LaLiga,left,173.0,Nico Gaitán,Argentina,W
3.0,12.0,4.0,798.0,14.0,44.0,8.0,3365.0,,,,,4.0,36.0,8.0,1435.0,11.0,47.0,8.0,1919.0,2.0,21.0,4.0,1204.0,22,Atlético Madrid,LaLiga,right,172.0,Ángel Correa,Argentina  Spain,W
5.0,35.0,11.0,2923.0,5.0,50.0,20.0,3696.0,6.0,53.0,25.0,3420.0,7.0,54.0,32.0,4380.0,12.0,53.0,26.0,4559.0,5.0,18.0,7.0,1521.0,26,Atlético Madrid,LaLiga,left,175.0,Antoine Griezmann,France,CF
3.0,32.0,9.0,1168.0,4.0,49.0,21.0,2709.0,6.0,44.0,17.0,1912.0,7.0,52.0,29.0,3572.0,7.0,46.0,16.0,2363.0,1.0,12.0,4.0,584.0,30,Atlético Madrid,LaLiga,right,172.0,Kévin Gameiro,France,CF
4.0,33.0,13.0,2647.0,1.0,36.0,5.0,2449.0,8.0,48.0,20.0,2955.0,5.0,28.0,3.0,1455.0,5.0,31.0,10.0,1890.0,0.0,10.0,0.0,520.0,24,Atlético Madrid,LaLiga,right,173.0,Luciano Vietto,Argentina  Italy,CF
11.0,64.0,22.0,4653.0,6.0,41.0,11.0,2263.0,1.0,36.0,7.0,1792.0,5.0,44.0,12.0,2530.0,7.0,45.0,10.0,2197.0,1.0,17.0,2.0,638.0,33,Atlético Madrid,LaLiga,right,186.0,Fernando Torres,Spain,CF
1.0,16.0,2.0,629.0,6.0,36.0,2.0,2141.0,7.0,41.0,4.0,2927.0,6.0,32.0,7.0,2553.0,13.0,46.0,11.0,2809.0,4.0,21.0,2.0,1333.0,25,Sevilla FC,LaLiga,left,178.0,Pablo Sarabia,Spain,W
0.0,8.0,0.0,395.0,2.0,32.0,3.0,2020.0,4.0,22.0,2.0,1269.0,1.0,25.0,3.0,1308.0,3.0,34.0,8.0,1759.0,4.0,16.0,3.0,962.0,23,Sevilla FC,LaLiga,right,188.0,Joaquín Correa,Argentina  Italy,W
3.0,32.0,4.0,2122.0,2.0,37.0,14.0,2442.0,14.0,37.0,13.0,3061.0,7.0,29.0,12.0,2452.0,5.0,30.0,6.0,1349.0,5.0,18.0,2.0,1103.0,31,Sevilla FC,LaLiga,right,175.0,Nolito,Spain,W
,,,,0.0,1.0,0.0,25.0,0.0,35.0,1.0,2820.0,0.0,40.0,6.0,3569.0,11.0,37.0,3.0,2931.0,1.0,3.0,0.0,234.0,23,Sevilla FC,LaLiga,,,Borja Lasso,Spain,W
10.0,44.0,1.0,3924.0,13.0,48.0,6.0,2852.0,11.0,47.0,1.0,3006.0,10.0,52.0,1.0,3510.0,5.0,36.0,0.0,1797.0,2.0,22.0,1.0,1261.0,32,Sevilla FC,LaLiga,right,170.0,Jesús Navas,Spain,W
,,,,0.0,1.0,0.0,12.0,1.0,26.0,1.0,1316.0,3.0,20.0,1.0,1277.0,0.0,12.0,2.0,686.0,0.0,3.0,0.0,145.0,24,Sevilla FC,LaLiga,right,172.0,Walter Montoya,Argentina,W
3.0,23.0,11.0,1428.0,3.0,31.0,8.0,1905.0,5.0,27.0,4.0,1379.0,7.0,35.0,7.0,1919.0,9.0,33.0,13.0,2415.0,1.0,17.0,4.0,947.0,26,Sevilla FC,LaLiga,right,179.0,Luis Muriel,Colombia,CF
6.0,37.0,15.0,2578.0,5.0,42.0,17.0,3090.0,5.0,38.0,15.0,2988.0,5.0,41.0,23.0,3348.0,6.0,42.0,18.0,2268.0,1.0,18.0,13.0,1304.0,27,Sevilla FC,LaLiga,right,170.0,Wissam Ben Yedder,France  Tunisia,CF
8.0,35.0,11.0,2608.0,0.0,5.0,0.0,127.0,10.0,40.0,7.0,2554.0,1.0,14.0,4.0,632.0,2.0,18.0,0.0,767.0,1.0,11.0,1.0,330.0,26,Villarreal CF,LaLiga,left,179.0,Denis Cheryshev,Russia  Spain,W
,,,,,,,,5.0,39.0,1.0,2470.0,2.0,45.0,2.0,2880.0,5.0,44.0,3.0,2602.0,4.0,14.0,1.0,903.0,22,Villarreal CF,LaLiga,left,182.0,Samu Castillejo,Spain,W
13.0,44.0,28.0,3629.0,12.0,52.0,21.0,3427.0,10.0,56.0,28.0,3574.0,4.0,43.0,20.0,3605.0,5.0,34.0,14.0,2310.0,2.0,19.0,7.0,1258.0,31,Villarreal CF,LaLiga,right,181.0,Carlos Bacca,Colombia,CF
1.0,38.0,11.0,2552.0,2.0,35.0,7.0,2382.0,7.0,39.0,21.0,2755.0,4.0,51.0,22.0,3034.0,2.0,34.0,11.0,2024.0,0.0,20.0,14.0,1524.0,26,Villarreal CF,LaLiga,right,182.0,Cédric Bakambu,Congo DR  France,CF
3.0,26.0,6.0,1564.0,8.0,31.0,7.0,1733.0,5.0,37.0,8.0,2689.0,5.0,38.0,7.0,2605.0,4.0,44.0,9.0,2720.0,2.0,13.0,4.0,479.0,26,Villarreal CF,LaLiga,right,173.0,Nicola Sansone,Italy  Germany,CF
0.0,0.0,0.0,0.0,1.0,11.0,4.0,858.0,15.0,41.0,8.0,2908.0,10.0,36.0,7.0,2113.0,8.0,39.0,7.0,2283.0,5.0,14.0,3.0,805.0,21,Valencia CF,LaLiga,right,179.0,Gonçalo Guedes,Portugal,W
0.0,1.0,0.0,6.0,1.0,22.0,3.0,1565.0,4.0,20.0,3.0,1626.0,3.0,22.0,6.0,1318.0,3.0,37.0,5.0,2881.0,3.0,15.0,1.0,743.0,21,Valencia CF,LaLiga,right,178.0,Andreas Pereira,Brazil  Belgium,W
3.0,33.0,0.0,1776.0,6.0,33.0,5.0,2119.0,7.0,39.0,7.0,3149.0,10.0,38.0,7.0,3342.0,3.0,25.0,5.0,1773.0,0.0,1.0,0.0,80.0,31,Valencia CF,LaLiga,right,171.0,Fabián Orellana,Chile,W
0.0,11.0,0.0,539.0,0.0,33.0,6.0,2656.0,1.0,24.0,5.0,1263.0,1.0,20.0,0.0,768.0,1.0,5.0,2.0,167.0,0.0,1.0,1.0,27.0,24,Valencia CF,LaLiga,right,178.0,Robert Ibáñez,Spain,W
4.0,36.0,18.0,2847.0,2.0,35.0,9.0,2386.0,3.0,34.0,12.0,2745.0,2.0,24.0,8.0,1018.0,1.0,31.0,6.0,1947.0,0.0,15.0,10.0,1211.0,26,Valencia CF,LaLiga,left,186.0,Simone Zaza,Italy,CF
5.0,39.0,11.0,2140.0,8.0,42.0,18.0,2666.0,5.0,32.0,4.0,2161.0,3.0,38.0,7.0,2175.0,5.0,21.0,7.0,1588.0,4.0,16.0,9.0,1171.0,26,Valencia CF,LaLiga,left,182.0,Rodrigo,Spain  Brazil,CF
0.0,1.0,0.0,31.0,0.0,32.0,4.0,1431.0,4.0,24.0,9.0,1445.0,6.0,36.0,8.0,2293.0,3.0,31.0,6.0,1572.0,1.0,17.0,7.0,603.0,22,Valencia CF,LaLiga,right,181.0,Santi Mina,Spain,CF
3.0,43.0,2.0,2868.0,4.0,39.0,9.0,3021.0,4.0,41.0,2.0,3245.0,1.0,28.0,2.0,1364.0,5.0,46.0,7.0,3150.0,4.0,12.0,2.0,928.0,24,Athletic Bilbao,LaLiga,right,169.0,Iker Muniain,Spain,W
,,,,2.0,38.0,3.0,2240.0,6.0,42.0,18.0,3544.0,2.0,38.0,7.0,1959.0,2.0,19.0,1.0,668.0,0.0,8.0,0.0,225.0,25,Athletic Bilbao,LaLiga,right,187.0,Sabin Merino,Spain,W
,,,,,,,,1.0,6.0,1.0,483.0,1.0,21.0,0.0,808.0,0.0,32.0,4.0,2261.0,1.0,19.0,0.0,1133.0,20,Athletic Bilbao,LaLiga,left,179.0,Iñigo Córdoba,Spain,W
,,,,3.0,14.0,8.0,953.0,4.0,43.0,16.0,3293.0,6.0,37.0,13.0,2426.0,8.0,49.0,8.0,3621.0,5.0,25.0,5.0,1699.0,23,Athletic Bilbao,LaLiga,right,186.0,Iñaki Williams,Spain,W
9.0,46.0,11.0,3812.0,12.0,43.0,7.0,3300.0,9.0,48.0,3.0,2840.0,11.0,47.0,5.0,3409.0,3.0,36.0,1.0,1473.0,6.0,23.0,1.0,1398.0,29,Athletic Bilbao,LaLiga,right,179.0,Markel Susaeta,Spain,W
6.0,44.0,18.0,2982.0,9.0,36.0,18.0,2693.0,5.0,48.0,26.0,3611.0,10.0,55.0,36.0,4487.0,4.0,42.0,24.0,3186.0,2.0,26.0,14.0,1987.0,36,Athletic Bilbao,LaLiga,right,182.0,Aritz Aduriz,Spain,CF
2.0,31.0,9.0,2061.0,2.0,9.0,1.0,418.0,0.0,6.0,0.0,129.0,0.0,13.0,4.0,483.0,0.0,17.0,0.0,493.0,0.0,1.0,0.0,62.0,31,Athletic Bilbao,LaLiga,right,184.0,Kike Sola,Spain,CF
,,,,,,,,0.0,5.0,0.0,210.0,3.0,32.0,9.0,2310.0,9.0,43.0,4.0,3170.0,4.0,18.0,8.0,1389.0,20,Real Sociedad,LaLiga,left,181.0,Mikel Oyarzabal,Spain,W
1.0,26.0,1.0,1284.0,0.0,24.0,5.0,1151.0,2.0,38.0,8.0,2554.0,2.0,21.0,0.0,587.0,1.0,41.0,15.0,2097.0,1.0,19.0,5.0,903.0,24,Real Sociedad,LaLiga,right,172.0,Juanmi,Spain,W
11.0,37.0,14.0,2728.0,13.0,52.0,21.0,4195.0,4.0,32.0,10.0,2173.0,4.0,36.0,5.0,2805.0,5.0,39.0,10.0,2830.0,1.0,15.0,0.0,594.0,28,Real Sociedad,LaLiga,left,177.0,Carlos Vela,Mexico  Spain,W
5.0,19.0,1.0,1523.0,8.0,38.0,5.0,2348.0,4.0,29.0,5.0,1685.0,4.0,26.0,3.0,1267.0,3.0,29.0,2.0,1956.0,4.0,15.0,2.0,900.0,22,Real Sociedad,LaLiga,left,186.0,Adnan Januzaj,Belgium  Kosovo,W
0.0,26.0,5.0,1618.0,0.0,17.0,4.0,1001.0,5.0,38.0,10.0,2219.0,1.0,34.0,10.0,2085.0,4.0,34.0,14.0,2541.0,1.0,21.0,12.0,1632.0,26,Real Sociedad,LaLiga,right,189.0,Willian José,Brazil,CF
,,,,1.0,7.0,3.0,491.0,4.0,25.0,2.0,1315.0,0.0,33.0,15.0,2400.0,2.0,31.0,16.0,1833.0,1.0,10.0,1.0,328.0,22,Real Sociedad,LaLiga,right,180.0,Jon Bautista,Spain,CF
6.0,35.0,15.0,2152.0,2.0,40.0,8.0,2260.0,1.0,36.0,7.0,2262.0,0.0,16.0,13.0,1173.0,,,,,0.0,3.0,0.0,29.0,30,Real Sociedad,LaLiga,right,187.0,Imanol Agirretxe,Spain,CF
0.0,10.0,0.0,246.0,3.0,29.0,9.0,1578.0,4.0,24.0,8.0,1705.0,4.0,42.0,8.0,2631.0,4.0,56.0,12.0,3361.0,9.0,15.0,2.0,1260.0,22,Celta de Vigo,LaLiga,right,171.0,Pione Sisto,Denmark  Uganda,W
7.0,37.0,12.0,3031.0,1.0,15.0,1.0,468.0,2.0,25.0,10.0,940.0,5.0,40.0,18.0,3075.0,8.0,49.0,26.0,3607.0,2.0,16.0,10.0,1369.0,30,Celta de Vigo,LaLiga,left,176.0,Iago Aspas,Spain,W
,,,,,,,,0.0,0.0,0.0,0.0,2.0,13.0,2.0,973.0,3.0,19.0,1.0,694.0,0.0,10.0,1.0,340.0,20,Celta de Vigo,LaLiga,left,169.0,Emre Mor,Turkey  Denmark,W
1.0,7.0,6.0,553.0,2.0,9.0,1.0,250.0,10.0,35.0,15.0,1985.0,1.0,43.0,12.0,1818.0,7.0,42.0,9.0,2272.0,0.0,9.0,1.0,240.0,25,Celta de Vigo,LaLiga,right,185.0,John Guidetti,Sweden,CF
,,,,,,,,0.0,4.0,0.0,183.0,4.0,21.0,14.0,1679.0,8.0,27.0,15.0,2297.0,2.0,15.0,8.0,1200.0,21,Celta de Vigo,LaLiga,right,186.0,Maximiliano Gómez,Uruguay,CF
6.0,44.0,15.0,3769.0,8.0,45.0,8.0,3265.0,12.0,42.0,9.0,3131.0,15.0,47.0,5.0,3717.0,10.0,43.0,6.0,3390.0,0.0,11.0,1.0,825.0,28,UD Las Palmas,LaLiga,right,184.0,Vitolo,Spain,W
,,,,,,,,0.0,6.0,0.0,408.0,4.0,13.0,1.0,1104.0,0.0,14.0,2.0,702.0,0.0,5.0,1.0,145.0,21,UD Las Palmas,LaLiga,right,180.0,Hernán Toledo,Argentina,W
7.0,47.0,5.0,3163.0,3.0,33.0,5.0,2302.0,7.0,31.0,7.0,1568.0,3.0,28.0,2.0,1725.0,0.0,25.0,3.0,1327.0,1.0,5.0,2.0,252.0,35,UD Las Palmas,LaLiga,left,179.0,Momo,Spain,W
1.0,26.0,5.0,1432.0,3.0,33.0,7.0,1771.0,5.0,25.0,13.0,2110.0,5.0,27.0,12.0,1969.0,1.0,28.0,2.0,1795.0,3.0,12.0,0.0,668.0,23,UD Las Palmas,LaLiga,left,178.0,Oussama Tannane,Morocco  Netherlands,W
1.0,37.0,9.0,2226.0,3.0,27.0,14.0,2108.0,2.0,29.0,9.0,1228.0,1.0,20.0,3.0,615.0,0.0,8.0,0.0,283.0,0.0,11.0,5.0,597.0,30,UD Las Palmas,LaLiga,right,185.0,Loïc Rémy,France  Martinique,CF
0.0,3.0,1.0,264.0,2.0,36.0,7.0,2341.0,10.0,45.0,19.0,3097.0,0.0,17.0,12.0,1249.0,2.0,21.0,1.0,881.0,0.0,17.0,5.0,1348.0,24,UD Las Palmas,LaLiga,right,181.0,Jonathan Calleri,Argentina  Italy,CF
6.0,34.0,8.0,1631.0,5.0,30.0,5.0,830.0,11.0,37.0,8.0,2119.0,6.0,35.0,4.0,2093.0,8.0,42.0,4.0,2416.0,3.0,13.0,4.0,816.0,26,Real Betis Balompié,LaLiga,both,178.0,Cristian Tello,Spain,W
3.0,33.0,2.0,1889.0,11.0,43.0,11.0,3185.0,1.0,33.0,1.0,1832.0,6.0,31.0,4.0,1696.0,4.0,29.0,3.0,1246.0,1.0,4.0,1.0,112.0,25,Real Betis Balompié,LaLiga,left,178.0,Joel Campbell,Costa Rica,W
,,,,1.0,31.0,5.0,2049.0,0.0,35.0,8.0,2533.0,2.0,30.0,1.0,1509.0,0.0,10.0,0.0,145.0,0.0,7.0,0.0,366.0,21,Real Betis Balompié,LaLiga,right,172.0,Matías Nahuel,Spain  Argentina,W
10.0,45.0,8.0,3318.0,7.0,37.0,5.0,2239.0,6.0,34.0,2.0,2356.0,5.0,32.0,1.0,2108.0,4.0,29.0,3.0,1704.0,1.0,16.0,3.0,1186.0,36,Real Betis Balompié,LaLiga,right,181.0,Joaquín,Spain,W
,,,,0.0,15.0,7.0,876.0,0.0,15.0,7.0,1095.0,1.0,30.0,11.0,2272.0,2.0,24.0,4.0,1650.0,0.0,12.0,7.0,638.0,21,Real Betis Balompié,LaLiga,right,181.0,Antonio Sanabria,Paraguay,CF
0.0,6.0,5.0,417.0,0.0,30.0,12.0,2092.0,2.0,35.0,9.0,2355.0,3.0,42.0,23.0,3544.0,2.0,36.0,10.0,2665.0,1.0,15.0,6.0,1147.0,28,Real Betis Balompié,LaLiga,right,176.0,Sergio León,Spain,CF
1.0,25.0,5.0,1884.0,0.0,25.0,4.0,1165.0,1.0,5.0,1.0,352.0,4.0,19.0,1.0,694.0,1.0,21.0,2.0,399.0,1.0,12.0,0.0,566.0,21,Deportivo de La Coruña,LaLiga,right,168.0,Zakaria Bakkali,Belgium  Morocco,W
0.0,6.0,0.0,271.0,0.0,17.0,5.0,1310.0,0.0,26.0,9.0,1936.0,4.0,30.0,6.0,1961.0,1.0,26.0,4.0,1739.0,0.0,5.0,2.0,125.0,25,Deportivo de La Coruña,LaLiga,right,177.0,Borja Valle,Spain,W
0.0,31.0,4.0,2084.0,3.0,35.0,1.0,2664.0,3.0,20.0,2.0,1000.0,3.0,28.0,2.0,1779.0,4.0,24.0,1.0,1500.0,1.0,4.0,0.0,167.0,25,Deportivo de La Coruña,LaLiga,left,171.0,Carles Gil,Spain,W
0.0,15.0,2.0,914.0,3.0,40.0,3.0,2313.0,5.0,30.0,4.0,2163.0,3.0,29.0,4.0,1546.0,3.0,17.0,3.0,872.0,1.0,14.0,2.0,1145.0,24,Deportivo de La Coruña,LaLiga,left,170.0,Federico Cartabia,Argentina  Spain,W
5.0,40.0,6.0,3223.0,1.0,18.0,3.0,798.0,7.0,45.0,5.0,2536.0,5.0,35.0,4.0,1795.0,1.0,24.0,1.0,1553.0,0.0,6.0,0.0,163.0,30,Deportivo de La Coruña,LaLiga,right,175.0,Bruno Gama,Portugal,W
3.0,18.0,8.0,1605.0,15.0,50.0,10.0,3555.0,3.0,21.0,6.0,1554.0,11.0,39.0,19.0,3342.0,6.0,22.0,8.0,1038.0,3.0,15.0,5.0,1092.0,29,Deportivo de La Coruña,LaLiga,left,180.0,Lucas Pérez,Spain,CF
,,,,0.0,34.0,12.0,2845.0,1.0,30.0,8.0,2297.0,7.0,36.0,21.0,3223.0,3.0,39.0,12.0,3021.0,2.0,13.0,2.0,639.0,24,Deportivo de La Coruña,LaLiga,right,180.0,Florin Andone,Romania  Spain,CF
5.0,46.0,4.0,2528.0,5.0,39.0,3.0,1745.0,4.0,18.0,1.0,723.0,4.0,23.0,5.0,950.0,1.0,26.0,2.0,1064.0,2.0,9.0,3.0,543.0,29,Deportivo de La Coruña,LaLiga,right,183.0,Adrián López,Spain,CF
4.0,19.0,1.0,1081.0,5.0,29.0,7.0,1555.0,8.0,30.0,7.0,2044.0,8.0,37.0,2.0,1759.0,12.0,31.0,10.0,2475.0,2.0,14.0,1.0,991.0,28,RCD Espanyol Barcelona,LaLiga,both,163.0,Pablo Piatti,Argentina  Italy,W
2.0,16.0,2.0,889.0,3.0,27.0,3.0,1712.0,4.0,16.0,4.0,1250.0,2.0,33.0,7.0,2517.0,0.0,35.0,4.0,1977.0,0.0,5.0,0.0,208.0,28,RCD Espanyol Barcelona,LaLiga,right,180.0,Hernán Pérez,Paraguay  Spain,W
2.0,17.0,3.0,900.0,7.0,32.0,12.0,2279.0,5.0,39.0,16.0,2629.0,3.0,36.0,7.0,2157.0,4.0,38.0,13.0,3400.0,0.0,17.0,6.0,1461.0,25,RCD Espanyol Barcelona,LaLiga,left,180.0,Gerard Moreno,Spain,CF
7.0,28.0,7.0,2178.0,4.0,33.0,3.0,1741.0,1.0,26.0,7.0,1806.0,2.0,34.0,6.0,1720.0,7.0,22.0,6.0,1450.0,2.0,14.0,3.0,1134.0,25,RCD Espanyol Barcelona,LaLiga,right,181.0,Leo Baptistão,Brazil  Spain,CF
5.0,28.0,7.0,2401.0,9.0,41.0,12.0,3614.0,11.0,41.0,15.0,3567.0,1.0,13.0,8.0,1131.0,6.0,24.0,13.0,1916.0,0.0,15.0,1.0,546.0,34,RCD Espanyol Barcelona,LaLiga,right,174.0,Sergio García,Spain,CF
0.0,32.0,5.0,1553.0,1.0,21.0,0.0,737.0,0.0,26.0,9.0,1958.0,4.0,35.0,6.0,2079.0,1.0,11.0,0.0,334.0,0.0,2.0,0.0,145.0,26,RCD Espanyol Barcelona,LaLiga,right,182.0,Álvaro Vázquez,Spain,CF
0.0,1.0,0.0,45.0,0.0,25.0,9.0,1593.0,0.0,39.0,18.0,2757.0,2.0,24.0,7.0,1302.0,0.0,18.0,2.0,795.0,,,,,24,RCD Espanyol Barcelona,LaLiga,right,187.0,Jairo Morillas,Spain,CF
0.0,7.0,0.0,404.0,4.0,38.0,10.0,3209.0,10.0,42.0,8.0,3213.0,9.0,36.0,5.0,2882.0,1.0,26.0,2.0,1372.0,1.0,7.0,0.0,379.0,26,Málaga CF,LaLiga,left,179.0,Jony,Spain,W
4.0,33.0,6.0,1500.0,6.0,35.0,2.0,1612.0,4.0,37.0,4.0,2171.0,4.0,26.0,1.0,1476.0,4.0,31.0,1.0,1903.0,1.0,8.0,3.0,674.0,33,Málaga CF,LaLiga,left,178.0,Chory Castro,Uruguay  Spain,W
,,,,,,,,,,,,0.0,6.0,0.0,134.0,7.0,22.0,3.0,1134.0,0.0,11.0,0.0,389.0,20,Málaga CF,LaLiga,right,170.0,Javier Ontiveros,Spain,W
0.0,5.0,1.0,193.0,1.0,20.0,0.0,981.0,6.0,36.0,6.0,2644.0,5.0,32.0,3.0,2461.0,3.0,22.0,0.0,1052.0,2.0,10.0,0.0,615.0,25,Málaga CF,LaLiga,right,172.0,Keko,Spain,W
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,553.0,21,Málaga CF,LaLiga,right,178.0,Álex Mula,Spain,W
0.0,32.0,9.0,1801.0,0.0,33.0,10.0,1909.0,5.0,40.0,22.0,3400.0,4.0,39.0,19.0,2685.0,0.0,20.0,1.0,683.0,0.0,13.0,2.0,827.0,25,Málaga CF,LaLiga,right,186.0,Borja Bastón,Spain,CF
3.0,25.0,8.0,1598.0,5.0,26.0,2.0,1729.0,4.0,38.0,16.0,2659.0,4.0,42.0,10.0,3074.0,0.0,33.0,10.0,2046.0,0.0,10.0,3.0,704.0,24,Málaga CF,LaLiga,right,177.0,Diego Rolán,Uruguay,CF
,,,,0.0,2.0,0.0,10.0,,,,,5.0,36.0,8.0,2398.0,0.0,10.0,0.0,355.0,0.0,9.0,0.0,597.0,20,Málaga CF,LaLiga,right,185.0,Adalberto Peñaranda,Venezuela,CF
,,,,,,,,,,,,,,,,1.0,15.0,1.0,373.0,0.0,7.0,0.0,122.0,20,Málaga CF,LaLiga,both,189.0,Youssef En-Nesyri,Morocco,CF
8.0,34.0,6.0,2666.0,2.0,22.0,2.0,1405.0,9.0,29.0,1.0,1932.0,7.0,31.0,3.0,1864.0,4.0,30.0,3.0,2159.0,1.0,15.0,0.0,1137.0,29,SD Eibar,LaLiga,right,170.0,Takashi Inui,Japan,W
1.0,25.0,3.0,1724.0,2.0,39.0,14.0,3033.0,1.0,24.0,0.0,1705.0,9.0,37.0,3.0,2412.0,3.0,26.0,5.0,1202.0,0.0,9.0,0.0,441.0,27,SD Eibar,LaLiga,right,190.0,Bebé,Portugal  Cape Verde,W
8.0,30.0,3.0,2363.0,5.0,40.0,7.0,2987.0,8.0,29.0,2.0,1756.0,4.0,33.0,3.0,2026.0,6.0,39.0,11.0,3108.0,,,,,31,SD Eibar,LaLiga,right,183.0,Pedro León,Spain,W
